GDP pc 2011 prices;Afghanistan;Angola;Albania;United Arab Emirates;Argentina;Armenia;Australia;Austria;Azerbaijan;Burundi;Belgium;Benin;Burkina Faso;Bangladesh;Bulgaria;Bahrain;Bosnia and Herzegovina;Belarus;Bolivia (Plurinational State of);Brazil;Barbados;Botswana;Central African Republic;Canada;Switzerland;Chile;China;Côte d'Ivoire;Cameroon;D.R. of the Congo;Congo;Colombia;Comoros;Cabo Verde;Costa Rica;Czechoslovakia;Cuba;Cyprus;Czech Republic;Germany;Djibouti;Dominica;Denmark;Dominican Republic;Algeria;Ecuador;Egypt;Spain;Estonia;Ethiopia;Finland;France;Gabon;United Kingdom;Georgia;Ghana;Guinea;Gambia;Guinea-Bissau;Equatorial Guinea;Greece;Guatemala;China, Hong Kong SAR;Honduras;Croatia;Haiti;Hungary;Indonesia;India;Ireland;Iran (Islamic Republic of);Iraq;Iceland;Israel;Italy;Jamaica;Jordan;Japan;Kazakhstan;Kenya;Kyrgyzstan;Cambodia;Republic of Korea;Kuwait;Lao People's DR;Lebanon;Liberia;Libya;Saint Lucia;Sri Lanka;Lesotho;Lithuania;Luxembourg;Latvia;Morocco;Republic of Moldova;Madagascar;Mexico;TFYR of Macedonia;Mali;Malta;Myanmar;Montenegro;Mongolia;Mozambique;Mauritania;Mauritius;Malawi;Malaysia;Namibia;Niger;Nigeria;Nicaragua;Netherlands;Norway;Nepal;New Zealand;Oman;Pakistan;Panama;Peru;Philippines;Poland;Puerto Rico;D.P.R. of Korea;Portugal;Paraguay;State of Palestine;Qatar;Romania;Russian Federation;Rwanda;Saudi Arabia;Sudan (Former);Senegal;Singapore;Sierra Leone;El Salvador;Serbia;Sao Tome and Principe;Former USSR;Slovakia;Slovenia;Sweden;Swaziland;Seychelles;Syrian Arab Republic;Chad;Togo;Thailand;Tajikistan;Turkmenistan;Trinidad and Tobago;Tunisia;Turkey;Taiwan, Province of China;U.R. of Tanzania: Mainland;Uganda;Ukraine;Uruguay;United States;Uzbekistan;Venezuela (Bolivarian Republic of);Viet Nam;Yemen;Former Yugoslavia;South Africa;Zambia;Zimbabwe
year;AFG;AGO;ALB;ARE;ARG;ARM;AUS;AUT;AZE;BDI;BEL;BEN;BFA;BGD;BGR;BHR;BIH;BLR;BOL;BRA;BRB;BWA;CAF;CAN;CHE;CHL;CHN;CIV;CMR;COD;COG;COL;COM;CPV;CRI;CSK;CUB;CYP;CZE;DEU;DJI;DMA;DNK;DOM;DZA;ECU;EGY;ESP;EST;ETH;FIN;FRA;GAB;GBR;GEO;GHA;GIN;GMB;GNB;GNQ;GRC;GTM;HKG;HND;HRV;HTI;HUN;IDN;IND;IRL;IRN;IRQ;ISL;ISR;ITA;JAM;JOR;JPN;KAZ;KEN;KGZ;KHM;KOR;KWT;LAO;LBN;LBR;LBY;LCA;LKA;LSO;LTU;LUX;LVA;MAR;MDA;MDG;MEX;MKD;MLI;MLT;MMR;MNE;MNG;MOZ;MRT;MUS;MWI;MYS;NAM;NER;NGA;NIC;NLD;NOR;NPL;NZL;OMN;PAK;PAN;PER;PHL;POL;PRI;PRK;PRT;PRY;PSE;QAT;ROU;RUS;RWA;SAU;SDN;SEN;SGP;SLE;SLV;SRB;STP;SUN;SVK;SVN;SWE;SWZ;SYC;SYR;TCD;TGO;THA;TJK;TKM;TTO;TUN;TUR;TWN;TZA;UGA;UKR;URY;USA;UZB;VEN;VNM;YEM;YUG;ZAF;ZMB;ZWE
1649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.659 ;; 	1.508 ;;;;;;;;;;;;;;;;;;;;;2488;;;;;;;;;;;;;;;;;;;;;;; 	1.146 ;;;;;;;;;;;;;;;; 	4.055 ;;;;;;; 	1.087 ;; 	901 ;;; 	1.448 ;;;;;;;;;;;;;;;;;; 	1.479 ;;;;;;;;;;;;;;;;;;;;;;;;;
1650;;;;;;;;;;; 	2.303 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.511 ;;;;;;;;;;; 	1.246 ; 	1.659 ;; 	1.446 ;;;;;;;;;;;;;;; 	1.189 ;;;;;;2465;;;;;;;;;;;;;;;;;;;;;;; 	1.172 ;;;;;;;;;;;;;;;; 	4.316 ;;;;;;; 	1.062 ;; 	901 ;;; 	1.322 ;;;;;;;;;;;;;;;;;; 	1.388 ;;;;;;;;;;; 	832 ;;;;;; 	897 ;;;;;;;;
1651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.659 ;; 	1.527 ;;;;;;;;;;;;;;;;;;;;;2719;;;;;;;;;;;;;;;;;;;;;;; 	1.164 ;;;;;;;;;;;;;;;; 	3.988 ;;;;;;; 	1.007 ;; 	909 ;;; 	1.259 ;;;;;;;;;;;;;;;;;; 	1.398 ;;;;;;;;;;;;;;;;;;;;;;;;;
1652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.659 ;; 	1.720 ;;;;;;;;;;;;;;;;;;;;;2742;;;;;;;;;;;;;;;;;;;;;;; 	1.167 ;;;;;;;;;;;;;;;; 	3.392 ;;;;;;; 	1.023 ;; 	917 ;;; 	1.349 ;;;;;;;;;;;;;;;;;; 	1.465 ;;;;;;;;;;;;;;;;;;;;;;;;;
1653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.659 ;; 	1.920 ;;;;;;;;;;;;;;;;;;;;;2711;;;;;;;;;;;;;;;;;;;;;;; 	1.165 ;;;;;;;;;;;;;;;; 	3.630 ;;;;;;; 	1.039 ;; 	920 ;;; 	1.389 ;;;;;;;;;;;;;;;;;; 	1.878 ;;;;;;;;;;;;;;;;;;;;;;;;;
1654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.659 ;; 	1.903 ;;;;;;;;;;;;;;;;;;;;;2742;;;;;;;;;;;;;;;;;;;;;;; 	1.165 ;;;;;;;;;;;;;;;; 	3.421 ;;;;;;; 	1.050 ;; 	928 ;;; 	1.485 ;;;;;;;;;;;;;;;;;; 	1.977 ;;;;;;;;;;;;;;;;;;;;;;;;;
1655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.412 ;;;; 	1.659 ;; 	1.982 ;;;;;;;;;;;;;;;;;;;;;2750;;;;;;;;;;;;;;;;;;;;;;; 	1.168 ;;;;;;;;;;;;;;;; 	3.525 ;;;;;;; 	1.009 ;; 	934 ;;; 	1.436 ;;;;;;;;;;;;;;;;;; 	2.080 ;;;;;;;;;;;;;;;;;;;;;;;;;
1656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.835 ;;;;;;;;;;;;;;;;;;;;;2673;;;;;;;;;;;;;;;;;;;;;;; 	1.162 ;;;;;;;;;;;;;;;; 	3.349 ;;;;;;; 	1.022 ;; 	947 ;;; 	1.436 ;;;;;;;;;;;;;;;;;; 	1.863 ;;;;;;;;;;;;;;;;;;;;;;;;;
1657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.727 ;;;;;;;;;;;;;;;;;;;;;2596;;;;;;;;;;;;;;;;;;;;;;; 	1.146 ;;;;;;;;;;;;;;;; 	3.034 ;;;;;;; 	1.031 ;; 	947 ;;; 	1.490 ;;;;;;;;;;;;;;;;;; 	1.715 ;;;;;;;;;;;;;;;;;;;;;;;;;
1658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.702 ;;;;;;;;;;;;;;;;;;;;;2573;;;;;;;;;;;;;;;;;;;;;;; 	1.148 ;;;;;;;;;;;;;;;; 	3.070 ;;;;;;; 	1.054 ;; 	942 ;;; 	1.462 ;;;;;;;;;;;;;;;;;; 	1.819 ;;;;;;;;;;;;;;;;;;;;;;;;;
1659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.441 ;;;;;;;;;;;;;;;;;;;;;2573;;;;;;;;;;;;;;;;;;;;;;; 	1.157 ;;;;;;;;;;;;;;;; 	3.097 ;;;;;;; 	952 ;; 	934 ;;; 	1.432 ;;;;;;;;;;;;;;;;;; 	1.753 ;;;;;;;;;;;;;;;;;;;;;;;;;
1660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.578 ;;;;;;;;;;;;;;;;;;;;;2619;;;;;;;;;;;;;;;;;;;;;;; 	1.172 ;;;;;;;;;;;;;;;; 	3.168 ;;;;;;; 	899 ;; 	923 ;;; 	1.460 ;;;;;;;;;;;;;;;;;; 	1.726 ;;;;;;;;;;;;;;;;;;;;;;;;;
1661;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.330 ;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.610 ;;;;;;;;;;;;;;;;;;;;;2673;;;;;;;;;;;;;;;;;;;;;;; 	1.181 ;;;;;;;;;;;;;;;; 	3.173 ;;;;;;; 	918 ;; 	912 ;;; 	1.490 ;;;;;;;;;;;;;;;;;; 	1.645 ;;;;;;;;;;;;;;;;;;;;;;;;;
1662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.694 ;; 	1.664 ;;;;;;;;;;;;;;;;;;;;;2696;;;;;;;;;;;;;;;;;;;;;;; 	1.180 ;;;;;;;;;;;;;;;; 	3.561 ;;;;;;; 	945 ;; 	901 ;;; 	1.348 ;;;;;;;;;;;;;;;;;; 	1.712 ;;;;;;;;;;;;;;;;;;;;;;;;;
1663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	1.959 ;;;;;;;;;;;;;;;;;;;;;2688;;;;;;;;;;;;;;;;;;;;;;; 	1.176 ;;;;;;;;;;;;;;;; 	3.811 ;;;;;;; 	991 ;; 	891 ;;; 	1.522 ;;;;;;;;;;;;;;;;;; 	1.639 ;;;;;;;;;;;;;;;;;;;;;;;;;
1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	1.828 ;;;;;;;;;;;;;;;;;;;;;2680;;;;;;;;;;;;;;;;;;;;;;; 	1.216 ;;;;;;;;;;;;;;;; 	3.412 ;;;;;;; 	953 ;; 	880 ;;; 	1.613 ;;;;;;;;;;;;;;;;;; 	1.650 ;;;;;;;;;;;;;;;;;;;;;;;;;
1665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.251 ;;;; 	1.728 ;; 	1.907 ;;;;;;;;;;;;;;;;;;;;;2711;;;;;;;;;;;;;;;;;;;;;;; 	1.278 ;;;;;;;;;;;;;;;; 	3.266 ;;;;;;; 	1.014 ;; 	866 ;;; 	1.523 ;;;;;;;;;;;;;;;;;; 	1.717 ;;;;;;;;;;;;;;;;;;;;;;;;;
1666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.728 ;; 	2.135 ;;;;;;;;;;;;;;;;;;;;;2788;;;;;;;;;;;;;;;;;;;;;;; 	1.336 ;;;;;;;;;;;;;;;; 	3.176 ;;;;;;; 	1.189 ;; 	845 ;;; 	1.483 ;;;;;;;;;;;;;;;;;; 	1.717 ;;;;;;;;;;;;;;;;;;;;;;;;;
1667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.728 ;; 	2.196 ;;;;;;;;;;;;;;;;;;;;;2796;;;;;;;;;;;;;;;;;;;;;;; 	1.379 ;;;;;;;;;;;;;;;; 	3.402 ;;;;;;; 	1.294 ;; 	827 ;;; 	1.405 ;;;;;;;;;;;;;;;;;; 	1.734 ;;;;;;;;;;;;;;;;;;;;;;;;;
1668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	1.940 ;;;;;;;;;;;;;;;;;;;;;2765;;;;;;;;;;;;;;;;;;;;;;; 	1.388 ;;;;;;;;;;;;;;;; 	3.671 ;;;;;;; 	1.250 ;; 	811 ;;; 	1.576 ;;;;;;;;;;;;;;;;;; 	1.761 ;;;;;;;;;;;;;;;;;;;;;;;;;
1669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	1.991 ;;;;;;;;;;;;;;;;;;;;;2673;;;;;;;;;;;;;;;;;;;;;;; 	1.406 ;;;;;;;;;;;;;;;; 	3.448 ;;;;;;; 	928 ;; 	805 ;;; 	1.747 ;;;;;;;;;;;;;;;;;; 	1.835 ;;;;;;;;;;;;;;;;;;;;;;;;;
1670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	1.934 ;;;;;;;;;;;;;;;;;;;;;2634;;;;;;;;;;;;;;;;;;;;;;; 	1.428 ;;;;;;;;;;;;;;;; 	3.476 ;;;;;;; 	1.087 ;; 	800 ;;; 	1.718 ;;;;;;;;;;;;;;;;;; 	1.838 ;;;;;;;;;;;;;;;;;;;;;;;;;
1671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	1.873 ;;;;;;;;;;;;;;;;;;;;;2673;;;;;;;;;;;;;;;;;;;;;;; 	1.451 ;;;;;;;;;;;;;;;; 	3.235 ;;;;;;; 	1.030 ;; 	792 ;;; 	1.640 ;;;;;;;;;;;;;;;;;; 	1.831 ;;;;;;;;;;;;;;;;;;;;;;;;;
1672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	1.860 ;;;;;;;;;;;;;;;;;;;;;2696;;;;;;;;;;;;;;;;;;;;;;; 	1.457 ;;;;;;;;;;;;;;;; 	2.923 ;;;;;;; 	1.052 ;; 	784 ;;; 	1.693 ;;;;;;;;;;;;;;;;;; 	1.664 ;;;;;;;;;;;;;;;;;;;;;;;;;
1673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	1.897 ;;;;;;;;;;;;;;;;;;;;;2711;;;;;;;;;;;;;;;;;;;;;;; 	1.466 ;;;;;;;;;;;;;;;; 	3.171 ;;;;;;; 	1.063 ;; 	800 ;;; 	1.692 ;;;;;;;;;;;;;;;;;; 	1.637 ;;;;;;;;;;;;;;;;;;;;;;;;;
1674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	1.806 ;;;;;;;;;;;;;;;;;;;;;2688;;;;;;;;;;;;;;;;;;;;;;; 	1.474 ;;;;;;;;;;;;;;;; 	3.522 ;;;;;;; 	1.023 ;; 	810 ;;; 	1.685 ;;;;;;;;;;;;;;;;;; 	1.750 ;;;;;;;;;;;;;;;;;;;;;;;;;
1675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.287 ;;;; 	1.745 ;; 	1.853 ;;;;;;;;;;;;;;;;;;;;;2542;;;;;;;;;;;;;;;;;;;;;;; 	1.449 ;;;;;;;;;;;;;;;; 	3.472 ;;;;;;; 	1.020 ;; 	824 ;;; 	1.693 ;;;;;;;;;;;;;;;;;; 	1.753 ;;;;;;;;;;;;;;;;;;;;;;;;;
1676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	2.191 ;;;;;;;;;;;;;;;;;;;;;2565;;;;;;;;;;;;;;;;;;;;;;; 	1.396 ;;;;;;;;;;;;;;;; 	3.409 ;;;;;;; 	1.111 ;; 	848 ;;; 	1.744 ;;;;;;;;;;;;;;;;;; 	1.820 ;;;;;;;;;;;;;;;;;;;;;;;;;
1677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	2.029 ;;;;;;;;;;;;;;;;;;;;;2473;;;;;;;;;;;;;;;;;;;;;;; 	1.350 ;;;;;;;;;;;;;;;; 	3.144 ;;;;;;; 	1.157 ;; 	880 ;;; 	1.742 ;;;;;;;;;;;;;;;;;; 	1.760 ;;;;;;;;;;;;;;;;;;;;;;;;;
1678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.728 ;; 	2.103 ;;;;;;;;;;;;;;;;;;;;;2473;;;;;;;;;;;;;;;;;;;;;;; 	1.326 ;;;;;;;;;;;;;;;; 	3.385 ;;;;;;; 	1.097 ;; 	910 ;;; 	1.700 ;;;;;;;;;;;;;;;;;; 	1.744 ;;;;;;;;;;;;;;;;;;;;;;;;;
1679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	1.963 ;;;;;;;;;;;;;;;;;;;;;2527;;;;;;;;;;;;;;;;;;;;;;; 	1.318 ;;;;;;;;;;;;;;;; 	3.209 ;;;;;;; 	1.250 ;; 	952 ;;; 	1.562 ;;;;;;;;;;;;;;;;;; 	1.779 ;;;;;;;;;;;;;;;;;;;;;;;;;
1680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.694 ;; 	2.209 ;;;;;;;;;;;;;;;;;;;;;2535;;;;;;;;;;;;;;;;;;;;;;; 	1.301 ;;;;;;;;;;;;;;;; 	3.549 ;;;;;;; 	1.079 ;; 	988 ;;; 	1.609 ;;;;;;;;;;;;;;;;;; 	1.876 ;;;;;;;;;;;;;;;;;;;;;;;;;
1681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.694 ;; 	2.004 ;;;;;;;;;;;;;;;;;;;;;2604;;;;;;;;;;;;;;;;;;;;;;; 	1.256 ;;;;;;;;;;;;;;;; 	3.376 ;;;;;;; 	1.122 ;; 	1.011 ;;; 	1.532 ;;;;;;;;;;;;;;;;;; 	1.852 ;;;;;;;;;;;;;;;;;;;;;;;;;
1682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.694 ;; 	2.150 ;;;;;;;;;;;;;;;;;;;;;2634;;;;;;;;;;;;;;;;;;;;;;; 	1.223 ;;;;;;;;;;;;;;;; 	3.369 ;;;;;;; 	1.095 ;; 	1.031 ;;; 	1.682 ;;;;;;;;;;;;;;;;;; 	1.867 ;;;;;;;;;;;;;;;;;;;;;;;;;
1683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.694 ;; 	2.323 ;;;;;;;;;;;;;;;;;;;;;2657;;;;;;;;;;;;;;;;;;;;;;; 	1.213 ;;;;;;;;;;;;;;;; 	3.347 ;;;;;;; 	1.140 ;; 	1.044 ;;; 	1.674 ;;;;;;;;;;;;;;;;;; 	1.798 ;;;;;;;;;;;;;;;;;;;;;;;;;
1684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	1.946 ;;;;;;;;;;;;;;;;;;;;;2573;;;;;;;;;;;;;;;;;;;;;;; 	1.218 ;;;;;;;;;;;;;;;; 	3.291 ;;;;;;; 	1.152 ;; 	1.041 ;;; 	1.663 ;;;;;;;;;;;;;;;;;; 	1.602 ;;;;;;;;;;;;;;;;;;;;;;;;;
1685;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.280 ;;;;;;;;;;;;;;;;;;;;; 	1.340 ;;;; 	1.710 ;; 	2.110 ;;;;;;;;;;;;;;;;;;;;;2458;;;;;;;;;;;;;;;;;;;;;;; 	1.258 ;;;;;;;;;;;;;;;; 	3.610 ;;;;;;; 	1.057 ;; 	1.047 ;;; 	1.469 ;;;;;;;;;;;;;;;;;; 	1.752 ;;;;;;;;;;;;;;;;;;;;;;;;;
1686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	1.949 ;;;;;;;;;;;;;;;;;;;;;2527;;;;;;;;;;;;;;;;;;;;;;; 	1.274 ;;;;;;;;;;;;;;;; 	3.684 ;;;;;;; 	1.034 ;; 	1.055 ;;; 	1.545 ;;;;;;;;;;;;;;;;;; 	1.886 ;;;;;;;;;;;;;;;;;;;;;;;;;
1687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	2.169 ;;;;;;;;;;;;;;;;;;;;;2657;;;;;;;;;;;;;;;;;;;;;;; 	1.269 ;;;;;;;;;;;;;;;; 	3.630 ;;;;;;; 	928 ;; 	1.060 ;;; 	1.672 ;;;;;;;;;;;;;;;;;; 	1.811 ;;;;;;;;;;;;;;;;;;;;;;;;;
1688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	2.333 ;;;;;;;;;;;;;;;;;;;;;2634;;;;;;;;;;;;;;;;;;;;;;; 	1.270 ;;;;;;;;;;;;;;;; 	3.817 ;;;;;;; 	944 ;; 	1.057 ;;; 	2.071 ;;;;;;;;;;;;;;;;;; 	1.803 ;;;;;;;;;;;;;;;;;;;;;;;;;
1689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	2.233 ;;;;;;;;;;;;;;;;;;;;;2627;;;;;;;;;;;;;;;;;;;;;;; 	1.286 ;;;;;;;;;;;;;;;; 	3.742 ;;;;;;; 	928 ;; 	1.052 ;;; 	2.114 ;;;;;;;;;;;;;;;;;; 	1.870 ;;;;;;;;;;;;;;;;;;;;;;;;;
1690;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.413 ;;;;;;;;;; 	295 ;;;;;;;;;;;;;;; 	1.710 ;; 	2.386 ;;;;;;;;;;;;;;;;;;;;;2473;;;;;;;;;;;;;;;;;;;;;;; 	1.278 ;;;;;;;;;;;;;;;; 	3.915 ;;;;;;; 	945 ;; 	1.028 ;;; 	1.954 ;;;;;;;;;;;;;;;;;; 	1.881 ;;;;;;;;;;;;;;;;;;;;;;;;;
1691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	2.400 ;;;;;;;;;;;;;;;;;;;;;2481;;;;;;;;;;;;;;;;;;;;;;; 	1.267 ;;;;;;;;;;;;;;;; 	3.840 ;;;;;;; 	991 ;; 	1.007 ;;; 	1.968 ;;;;;;;;;;;;;;;;;; 	1.980 ;;;;;;;;;;;;;;;;;;;;;;;;;
1692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	2.595 ;;;;;;;;;;;;;;;;;;;;;2542;;;;;;;;;;;;;;;;;;;;;;; 	1.304 ;;;;;;;;;;;;;;;; 	3.653 ;;;;;;; 	995 ;; 	999 ;;; 	2.009 ;;;;;;;;;;;;;;;;;; 	1.938 ;;;;;;;;;;;;;;;;;;;;;;;;;
1693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	2.197 ;;;;;;;;;;;;;;;;;;;;;2511;;;;;;;;;;;;;;;;;;;;;;; 	1.326 ;;;;;;;;;;;;;;;; 	4.093 ;;;;;;; 	939 ;; 	993 ;;; 	1.872 ;;;;;;;;;;;;;;;;;; 	1.685 ;;;;;;;;;;;;;;;;;;;;;;;;;
1694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.694 ;; 	2.616 ;;;;;;;;;;;;;;;;;;;;;2419;;;;;;;;;;;;;;;;;;;;;;; 	1.376 ;;;;;;;;;;;;;;;; 	3.674 ;;;;;;; 	1.111 ;; 	995 ;;; 	1.867 ;;;;;;;;;;;;;;;;;; 	1.742 ;;;;;;;;;;;;;;;;;;;;;;;;;
1695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.376 ;;;; 	1.694 ;; 	2.502 ;;;;;;;;;;;;;;;;;;;;;2389;;;;;;;;;;;;;;;;;;;;;;; 	1.382 ;;;;;;;;;;;;;;;; 	3.786 ;;;;;;; 	1.135 ;; 	998 ;;; 	1.574 ;;;;;;;;;;;;;;;;;; 	1.691 ;;;;;;;;;;;;;;;;;;;;;;;;;
1696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.694 ;; 	2.392 ;;;;;;;;;;;;;;;;;;;;;2396;;;;;;;;;;;;;;;;;;;;;;; 	1.380 ;;;;;;;;;;;;;;;; 	3.430 ;;;;;;; 	1.089 ;; 	995 ;;; 	1.560 ;;;;;;;;;;;;;;;;;; 	1.666 ;;;;;;;;;;;;;;;;;;;;;;;;;
1697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	2.361 ;;;;;;;;;;;;;;;;;;;;;2427;;;;;;;;;;;;;;;;;;;;;;; 	1.393 ;;;;;;;;;;;;;;;; 	3.653 ;;;;;;; 	1.036 ;; 	985 ;;; 	1.743 ;;;;;;;;;;;;;;;;;; 	1.533 ;;;;;;;;;;;;;;;;;;;;;;;;;
1698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	2.417 ;;;;;;;;;;;;;;;;;;;;;2504;;;;;;;;;;;;;;;;;;;;;;; 	1.415 ;;;;;;;;;;;;;;;; 	3.612 ;;;;;;; 	1.117 ;; 	977 ;;; 	1.746 ;;;;;;;;;;;;;;;;;; 	1.586 ;;;;;;;;;;;;;;;;;;;;;;;;;
1699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	2.324 ;;;;;;;;;;;;;;;;;;;;;2527;;;;;;;;;;;;;;;;;;;;;;; 	1.443 ;;;;;;;;;;;;;;;; 	3.968 ;;;;;;; 	1.157 ;; 	980 ;;; 	1.496 ;;;;;;;;;;;;;;;;;; 	1.663 ;;;;;;;;;;;;;;;;;;;;;;;;;
1700;;;;;;;;;;; 	2.192 ;;;;;;;;;;;;;;;; 	1.543 ;;;;;;;;;;;;; 	1.497 ;;;;;;;;;;; 	1.331 ; 	1.694 ;; 	2.412 ;;;;;;;;;;;;;;; 	1.162 ;;;;;;2604;;; 	1.073 ;;;;;;;;;;;;;;;;;;;; 	1.476 ;;;;;;;;;;;;;;;; 	3.377 ;;;;;;; 	1.157 ;; 	985 ;;; 	1.572 ;;;;;;;;;;;;;;;;;; 	2.002 ;;;;;;;;;;; 	897 ;;;;;;;;;;;; 	2.715 ;;
1701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.610 ;; 	2.613 ;;;;;;;;;;;;;;;;;;;;;2581;;;;;;;;;;;;;;;;;;;;;;; 	1.498 ;;;;;;;;;;;;;;;; 	3.746 ;;;;;;; 	1.090 ;; 	991 ;;; 	1.791 ;;;;;;;;;;;;;;;;;; 	2.043 ;;;;;;;;;;;;;;;;;;;;;;; 	2.715 ;;
